column_name,mean,sd
block_18,0.001417233560090703,0.037619476460031394
block_180,0.0002834467120181406,0.016833489536622722
block_180A,0.0011337868480725624,0.03365265777699736
block_180B,0.0017006802721088435,0.04120422258362489
block_181,0.0017006802721088435,0.04120422258362489
block_181B,0.0,1.0
block_182,0.0005668934240362812,0.02380277412156124
block_183,0.0002834467120181406,0.016833489536622722
block_183A,0.0005668934240362812,0.023802774121561242
block_183C,0.0002834467120181406,0.016833489536622726
block_183D,0.0002834467120181406,0.016833489536622722
block_184,0.0005668934240362812,0.02380277412156124
block_184B,0.0,1.0
block_184C,0.0002834467120181406,0.016833489536622722
block_185,0.0005668934240362812,0.023802774121561242
block_186,0.0005668934240362812,0.02380277412156124
block_186A,0.0005668934240362812,0.023802774121561242
block_186B,0.0005668934240362812,0.023802774121561242
block_186C,0.0002834467120181406,0.016833489536622722
block_187,0.0017006802721088435,0.04120422258362488
block_187A,0.0,1.0
block_188,0.0008503401360544217,0.02914819132823573
block_188A,0.0002834467120181406,0.016833489536622722
block_188C,0.0,1.0
block_189,0.0008503401360544217,0.02914819132823573
block_189A,0.0002834467120181406,0.016833489536622722
block_18A,0.0008503401360544217,0.02914819132823573
block_18B,0.0008503401360544217,0.029148191328235727
block_18C,0.0002834467120181406,0.016833489536622722
block_18D,0.0005668934240362812,0.023802774121561242
block_19,0.0011337868480725624,0.03365265777699735
block_191,0.0002834467120181406,0.016833489536622722
block_191A,0.0,1.0
block_192,0.0005668934240362812,0.02380277412156124
block_192B,0.0002834467120181406,0.016833489536622726
block_192C,0.0002834467120181406,0.016833489536622722
block_193,0.0008503401360544217,0.029148191328235727
block_194A,0.0005668934240362812,0.02380277412156124
block_194B,0.0008503401360544217,0.02914819132823573
block_195,0.0002834467120181406,0.016833489536622722
block_195A,0.0002834467120181406,0.016833489536622726
block_195B,0.0002834467120181406,0.016833489536622726
block_195C,0.0002834467120181406,0.016833489536622722
block_195D,0.0002834467120181406,0.016833489536622722
block_195E,0.0002834467120181406,0.016833489536622722
block_196B,0.0002834467120181406,0.016833489536622726
block_196D,0.0002834467120181406,0.016833489536622722
block_197A,0.0002834467120181406,0.016833489536622722
block_197C,0.0002834467120181406,0.016833489536622726
block_199,0.0,1.0
block_1B,0.0005668934240362812,0.023802774121561242
block_1C,0.0005668934240362812,0.023802774121561242
block_1E,0.0008503401360544217,0.02914819132823573
block_1F,0.0002834467120181406,0.016833489536622722
block_1G,0.0002834467120181406,0.016833489536622722
block_2,0.001417233560090703,0.037619476460031394
block_20,0.001417233560090703,0.037619476460031394
block_200,0.0008503401360544217,0.02914819132823573
block_200A,0.0002834467120181406,0.016833489536622722
block_200D,0.0002834467120181406,0.016833489536622722
block_201,0.0011337868480725624,0.03365265777699736
block_201A,0.0002834467120181406,0.016833489536622722
block_201B,0.0008503401360544217,0.02914819132823573
block_201D,0.0002834467120181406,0.016833489536622722
block_202,0.001984126984126984,0.04449932835715438
block_202B,0.0002834467120181406,0.016833489536622722
block_203,0.0011337868480725624,0.03365265777699736
block_203C,0.0002834467120181406,0.016833489536622722
block_204,0.0008503401360544217,0.02914819132823573
block_205,0.0011337868480725624,0.03365265777699736
block_205A,0.0002834467120181406,0.016833489536622722
block_205C,0.0002834467120181406,0.016833489536622726
block_206,0.001984126984126984,0.04449932835715438
block_206B,0.0002834467120181406,0.016833489536622726
block_207,0.0017006802721088435,0.04120422258362488
block_207B,0.0002834467120181406,0.016833489536622722
block_207C,0.0005668934240362812,0.023802774121561242
block_207D,0.0005668934240362812,0.023802774121561242
block_208,0.0008503401360544217,0.029148191328235727
block_208B,0.0005668934240362812,0.02380277412156124
block_208C,0.0002834467120181406,0.016833489536622722
block_209,0.0017006802721088435,0.04120422258362488
block_209A,0.0002834467120181406,0.016833489536622722
block_209B,0.0,1.0
block_209C,0.0005668934240362812,0.023802774121561242
block_21,0.0022675736961451248,0.04756502712789802
block_210,0.0002834467120181406,0.016833489536622726
block_210A,0.0008503401360544217,0.02914819132823573
block_210B,0.0002834467120181406,0.016833489536622722
block_210C,0.0002834467120181406,0.016833489536622722
block_211,0.001417233560090703,0.037619476460031394
block_211C,0.0002834467120181406,0.016833489536622722
block_212,0.0011337868480725624,0.03365265777699736
block_212B,0.0002834467120181406,0.016833489536622726
block_213,0.0008503401360544217,0.02914819132823573
block_213B,0.0002834467120181406,0.016833489536622726
block_214,0.0008503401360544217,0.02914819132823573
block_215,0.0005668934240362812,0.02380277412156124
block_215A,0.0002834467120181406,0.016833489536622722
block_215B,0.0002834467120181406,0.016833489536622722
block_216,0.0005668934240362812,0.02380277412156124
block_216A,0.0,1.0
block_216C,0.0002834467120181406,0.016833489536622722
block_217,0.0011337868480725624,0.03365265777699736
block_217A,0.0002834467120181406,0.016833489536622722
block_217B,0.0002834467120181406,0.016833489536622722
block_217C,0.0002834467120181406,0.016833489536622722
block_217D,0.0002834467120181406,0.016833489536622726
block_218,0.0005668934240362812,0.023802774121561242
block_218B,0.0005668934240362812,0.02380277412156124
block_219,0.0008503401360544217,0.02914819132823573
block_219A,0.0002834467120181406,0.016833489536622722
block_219B,0.0002834467120181406,0.016833489536622722
block_219D,0.0,1.0
block_22,0.0017006802721088435,0.04120422258362488
block_220,0.0005668934240362812,0.02380277412156124
block_220A,0.0011337868480725624,0.03365265777699736
block_220B,0.0008503401360544217,0.02914819132823573
block_220C,0.0005668934240362812,0.023802774121561242
block_221,0.0002834467120181406,0.016833489536622726
block_221A,0.0008503401360544217,0.02914819132823573
block_221B,0.0008503401360544217,0.02914819132823573
block_222,0.0005668934240362812,0.02380277412156124
block_222A,0.0005668934240362812,0.023802774121561242
block_223,0.0005668934240362812,0.023802774121561242
block_223A,0.0002834467120181406,0.016833489536622722
block_223D,0.0,1.0
block_224,0.0008503401360544217,0.02914819132823573
block_224A,0.0011337868480725624,0.03365265777699736
block_224B,0.0008503401360544217,0.02914819132823573
block_224C,0.0005668934240362812,0.023802774121561242
block_225,0.001417233560090703,0.037619476460031394
block_225A,0.0002834467120181406,0.016833489536622722
block_225C,0.0002834467120181406,0.016833489536622722
block_226,0.0011337868480725624,0.03365265777699735
block_226B,0.0,1.0
block_226C,0.0005668934240362812,0.023802774121561242
block_227,0.0,1.0
block_227A,0.0,1.0
block_227B,0.0002834467120181406,0.016833489536622722
block_228,0.0005668934240362812,0.023802774121561242
block_228A,0.0005668934240362812,0.023802774121561242
block_229,0.0005668934240362812,0.023802774121561242
block_23,0.002834467120181406,0.053164207097689486
block_230,0.001417233560090703,0.03761947646003139
block_230C,0.0002834467120181406,0.016833489536622722
block_230H,0.0002834467120181406,0.016833489536622722
block_231,0.0017006802721088435,0.04120422258362489
block_231A,0.0002834467120181406,0.016833489536622722
block_231B,0.0002834467120181406,0.016833489536622726
block_232,0.0005668934240362812,0.02380277412156124
block_232A,0.0005668934240362812,0.023802774121561242
block_232B,0.0002834467120181406,0.016833489536622722
block_232C,0.0011337868480725624,0.03365265777699736
block_233,0.0002834467120181406,0.016833489536622722
block_233A,0.0005668934240362812,0.02380277412156124
block_233B,0.0008503401360544217,0.02914819132823573
block_233C,0.0005668934240362812,0.023802774121561242
block_234,0.001984126984126984,0.04449932835715438
block_234A,0.0002834467120181406,0.016833489536622722
block_234B,0.0008503401360544217,0.02914819132823573
block_235,0.0011337868480725624,0.03365265777699735
block_236,0.001417233560090703,0.037619476460031394
block_236A,0.0002834467120181406,0.016833489536622726
block_237,0.0,1.0
block_238,0.0002834467120181406,0.016833489536622722
block_239,0.0005668934240362812,0.023802774121561246
block_23A,0.0002834467120181406,0.016833489536622722
block_24,0.001984126984126984,0.04449932835715438
block_240,0.0008503401360544217,0.02914819132823573
block_241,0.0002834467120181406,0.016833489536622722
block_242,0.0008503401360544217,0.02914819132823573
block_243,0.0011337868480725624,0.03365265777699736
block_244,0.0017006802721088435,0.04120422258362489
block_245,0.0002834467120181406,0.016833489536622722
block_246,0.0005668934240362812,0.02380277412156124
block_247,0.0011337868480725624,0.03365265777699735
block_248,0.0008503401360544217,0.029148191328235727
block_249,0.0002834467120181406,0.016833489536622722
block_25,0.0008503401360544217,0.02914819132823573
block_250,0.0008503401360544217,0.029148191328235727
block_251,0.0005668934240362812,0.023802774121561242
block_252,0.001417233560090703,0.037619476460031394
block_253,0.001417233560090703,0.03761947646003139
block_253A,0.0,1.0
block_254,0.0008503401360544217,0.02914819132823573
block_255,0.0002834467120181406,0.016833489536622722
block_256,0.0008503401360544217,0.02914819132823573
block_256A,0.0005668934240362812,0.02380277412156124
block_256D,0.0,1.0
block_257,0.0005668934240362812,0.023802774121561242
block_257A,0.0002834467120181406,0.016833489536622722
block_257C,0.0002834467120181406,0.016833489536622722
block_258,0.0002834467120181406,0.016833489536622726
block_258A,0.0002834467120181406,0.016833489536622722
block_258D,0.0002834467120181406,0.016833489536622722
block_259,0.0005668934240362812,0.023802774121561242
block_259A,0.0002834467120181406,0.016833489536622726
block_259B,0.0002834467120181406,0.016833489536622722
block_259C,0.0,1.0
block_25B,0.0002834467120181406,0.016833489536622722
block_26,0.0005668934240362812,0.02380277412156124
block_260A,0.0008503401360544217,0.02914819132823573
block_260D,0.0005668934240362812,0.02380277412156124
block_261,0.0011337868480725624,0.03365265777699736
block_261A,0.0002834467120181406,0.016833489536622722
block_261B,0.0002834467120181406,0.016833489536622726
block_261C,0.0002834467120181406,0.016833489536622722
block_262,0.0002834467120181406,0.016833489536622722
block_263,0.0017006802721088435,0.04120422258362488
block_264,0.0005668934240362812,0.02380277412156124
block_264A,0.0002834467120181406,0.016833489536622722
block_264C,0.0002834467120181406,0.016833489536622722
block_264D,0.0002834467120181406,0.016833489536622722
block_265,0.0008503401360544217,0.02914819132823573
block_266,0.0011337868480725624,0.03365265777699736
block_266B,0.0002834467120181406,0.016833489536622722
block_267,0.0011337868480725624,0.03365265777699735
block_267A,0.0005668934240362812,0.023802774121561242
block_267B,0.0002834467120181406,0.016833489536622722
block_268,0.0,1.0
block_268B,0.0008503401360544217,0.02914819132823573
block_268C,0.0005668934240362812,0.023802774121561242
block_268D,0.0008503401360544217,0.02914819132823573
block_269,0.0005668934240362812,0.023802774121561242
block_269C,0.0002834467120181406,0.016833489536622726
block_269D,0.0005668934240362812,0.023802774121561242
block_26A,0.0,1.0
block_26B,0.0002834467120181406,0.016833489536622726
block_27,0.0008503401360544217,0.029148191328235727
block_270,0.0005668934240362812,0.023802774121561242
block_270B,0.0005668934240362812,0.02380277412156124
block_270C,0.0,1.0
block_271,0.001417233560090703,0.03761947646003139
block_271B,0.0005668934240362812,0.023802774121561242
block_271C,0.0,1.0
block_271D,0.0002834467120181406,0.016833489536622722
block_272,0.0022675736961451248,0.04756502712789802
block_272B,0.0005668934240362812,0.023802774121561242
block_272C,0.0005668934240362812,0.023802774121561242
block_272D,0.0011337868480725624,0.03365265777699736
block_273,0.0002834467120181406,0.016833489536622722
block_273A,0.0002834467120181406,0.016833489536622722
block_273B,0.0002834467120181406,0.016833489536622722
block_273C,0.0008503401360544217,0.02914819132823573
block_274,0.0002834467120181406,0.016833489536622726
block_274A,0.0,1.0
block_274B,0.0002834467120181406,0.016833489536622722
block_274C,0.0002834467120181406,0.016833489536622722
block_274D,0.0005668934240362812,0.02380277412156124
block_275,0.0005668934240362812,0.023802774121561242
block_275A,0.0002834467120181406,0.016833489536622722
block_275B,0.0002834467120181406,0.016833489536622722
block_275C,0.0002834467120181406,0.016833489536622722
block_275D,0.0,1.0
block_276,0.0002834467120181406,0.016833489536622726
block_276A,0.0002834467120181406,0.016833489536622726
block_276B,0.0002834467120181406,0.016833489536622726
block_277C,0.0,1.0
block_278,0.0011337868480725624,0.03365265777699736
block_278B,0.0,1.0
block_279,0.0002834467120181406,0.016833489536622722
block_28,0.002551020408163265,0.05044316309511528
block_280,0.0008503401360544217,0.02914819132823573
block_280A,0.0002834467120181406,0.016833489536622726
block_282,0.0002834467120181406,0.016833489536622722
block_282B,0.0002834467120181406,0.016833489536622722
block_284,0.0002834467120181406,0.016833489536622722
block_285,0.0002834467120181406,0.016833489536622722
block_285B,0.0002834467120181406,0.016833489536622722
block_285D,0.0002834467120181406,0.016833489536622722
block_286,0.0008503401360544217,0.02914819132823573
block_286C,0.0008503401360544217,0.02914819132823573
block_287,0.0002834467120181406,0.016833489536622726
block_287A,0.0002834467120181406,0.016833489536622722
block_287B,0.0005668934240362812,0.023802774121561242
block_287C,0.0002834467120181406,0.016833489536622722
block_288,0.0005668934240362812,0.02380277412156124
block_288A,0.0002834467120181406,0.016833489536622726
block_288B,0.0002834467120181406,0.016833489536622722
block_288C,0.0005668934240362812,0.02380277412156124
block_289A,0.0005668934240362812,0.02380277412156124
block_289B,0.0,1.0
block_289D,0.0002834467120181406,0.016833489536622722
block_289F,0.0002834467120181406,0.016833489536622722
block_28B,0.0005668934240362812,0.023802774121561242
block_28C,0.0002834467120181406,0.016833489536622722
block_28D,0.0002834467120181406,0.016833489536622722
block_29,0.0017006802721088435,0.04120422258362489
block_290,0.0,1.0
block_290A,0.0002834467120181406,0.016833489536622726
block_290C,0.0,1.0
block_290D,0.0002834467120181406,0.016833489536622726
block_290G,0.0002834467120181406,0.016833489536622722
block_291,0.0008503401360544217,0.02914819132823573
block_291B,0.0005668934240362812,0.023802774121561242
block_291E,0.0005668934240362812,0.023802774121561242
block_292,0.0005668934240362812,0.023802774121561242
block_292A,0.0011337868480725624,0.03365265777699735
block_292B,0.0011337868480725624,0.03365265777699736
block_292C,0.0005668934240362812,0.023802774121561242
block_293,0.0002834467120181406,0.016833489536622722
block_293A,0.0017006802721088435,0.04120422258362488
block_293B,0.0005668934240362812,0.02380277412156124
block_293C,0.0017006802721088435,0.04120422258362488
block_293D,0.001984126984126984,0.04449932835715438
block_294,0.0002834467120181406,0.016833489536622722
block_294A,0.0,1.0
block_295A,0.0008503401360544217,0.02914819132823573
block_295B,0.0,1.0
block_296,0.0002834467120181406,0.016833489536622726
block_296A,0.0011337868480725624,0.03365265777699736
block_296B,0.0008503401360544217,0.02914819132823573
block_296C,0.0008503401360544217,0.02914819132823573
block_296D,0.0,1.0
block_296E,0.0002834467120181406,0.016833489536622722
block_297,0.0008503401360544217,0.029148191328235727
block_297A,0.0002834467120181406,0.016833489536622726
block_298,0.0005668934240362812,0.02380277412156124
block_298B,0.0005668934240362812,0.023802774121561242
block_298D,0.0002834467120181406,0.016833489536622726
block_299,0.0005668934240362812,0.02380277412156124
block_299A,0.0002834467120181406,0.016833489536622722
block_299B,0.0002834467120181406,0.016833489536622722
block_2A,0.0002834467120181406,0.016833489536622722
block_2B,0.0002834467120181406,0.016833489536622722
block_2C,0.0008503401360544217,0.02914819132823573
block_3,0.0022675736961451248,0.04756502712789802
block_30,0.0045351473922902496,0.06719062308403198
block_300,0.0002834467120181406,0.016833489536622722
block_301,0.0005668934240362812,0.023802774121561242
block_301C,0.0002834467120181406,0.016833489536622722
block_302,0.0011337868480725624,0.03365265777699736
block_302A,0.0,1.0
block_302C,0.001417233560090703,0.037619476460031394
block_303,0.0002834467120181406,0.016833489536622726
block_303A,0.0002834467120181406,0.016833489536622722
block_303C,0.0008503401360544217,0.02914819132823573
block_304,0.0008503401360544217,0.02914819132823573
block_305,0.0011337868480725624,0.03365265777699736
block_305A,0.0002834467120181406,0.016833489536622726
block_305B,0.0002834467120181406,0.016833489536622722
block_306,0.001417233560090703,0.037619476460031394
block_306B,0.0002834467120181406,0.016833489536622722
block_306D,0.0005668934240362812,0.023802774121561242
block_307,0.0005668934240362812,0.02380277412156124
block_307B,0.0002834467120181406,0.016833489536622722
block_307D,0.0002834467120181406,0.016833489536622722
block_308,0.0005668934240362812,0.02380277412156124
block_308A,0.0005668934240362812,0.023802774121561242
block_308B,0.0005668934240362812,0.023802774121561242
block_308C,0.0011337868480725624,0.03365265777699736
block_309,0.0,1.0
block_309A,0.0002834467120181406,0.016833489536622722
block_31,0.001417233560090703,0.037619476460031394
block_310,0.0002834467120181406,0.016833489536622722
block_310A,0.0002834467120181406,0.016833489536622726
block_310B,0.0002834467120181406,0.016833489536622722
