floor_area_sqm,total_resales_in_town,nearest_mrt_dist,remaining_lease,town_BUKIT MERAH,flat_type_3 ROOM,street_name_CANTONMENT RD,storey_range_01 TO 03,storey_range_04 TO 06,storey_range_19 TO 21,flat_model_Apartment,flat_model_Maisonette,town_PASIR RIS,street_name_DAWSON RD,flat_model_Premium Apartment,nearest_mall_dist,total_nearby_mrt,street_name_ANG MO KIO ST 51,flat_model_New Generation,nearest_bus_stop_Blk 18,town_SEMBAWANG,flat_type_2 ROOM,flat_type_5 ROOM,flat_type_EXECUTIVE,flat_model_Standard,flat_model_Type S1,flat_model_Model A,storey_range_16 TO 18,flat_model_Simplified,flat_model_DBSS,town_MARINE PARADE,flat_model_Improved,storey_range_07 TO 09,nearest_primary_school_ZHANGDE PRIMARY SCHOOL,street_name_JLN BAHAGIA,town_BUKIT BATOK,town_BUKIT PANJANG,town_HOUGANG,town_CHOA CHU KANG,nearest_school_WOODLANDS SECONDARY SCHOOL,nearest_mrt_Admiralty,street_name_MCNAIR RD,nearest_mrt_Kallang,nearest_mall_Sun Plaza,total_resales_in_block,storey_range_10 TO 12,nearest_school_GAN ENG SENG PRIMARY SCHOOL,nearest_school_BLANGAH RISE PRIMARY SCHOOL,street_name_TELOK BLANGAH ST 31,storey_range_22 TO 24,nearest_bus_stop_Opp Blk 565,town_CENTRAL AREA,street_name_ANG MO KIO AVE 3,street_name_ANG MO KIO ST 44,nearest_school_KHENG CHENG SCHOOL,storey_range_37 TO 39,storey_range_25 TO 27,flat_type_4 ROOM,town_QUEENSTOWN,town_ANG MO KIO,town_SENGKANG,town_TAMPINES,town_WOODLANDS,nearest_mrt_Toa Payoh,street_name_CLEMENTI AVE 3,town_JURONG EAST,town_BEDOK,storey_range_31 TO 33,nearest_primary_school_RADIN MAS PRIMARY SCHOOL,nearest_mrt_Tiong Bahru,nearest_mrt_Sengkang,total_resales_in_street,nearest_mrt_Outram Park,storey_range_28 TO 30,resale_price
68.0,387,0.4152977288946683,94.75,0,1,0,0,1,0,0,0,0,0,0,0.3012328087403783,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,425000.0
68.0,387,0.696624644604914,94.5833333333333,0,1,0,1,0,0,0,0,0,0,0,0.7439920140555651,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,405000.0
68.0,387,0.3604838447001729,61.25,0,1,0,0,0,0,0,0,0,0,0,0.6957471039102252,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,345000.0
68.0,387,0.3874895449109523,61.25,0,1,0,0,1,0,0,0,0,0,0,0.8252519872014769,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,345000.0
73.0,387,0.3864336378911664,69.3333333333333,0,1,0,0,1,0,0,0,0,0,0,0.3567430927846308,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,380000.0
69.0,387,0.7427102151303785,71.5,0,1,0,1,0,0,0,0,0,0,0,0.2139933467252478,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,365088.0
97.0,387,1.1426854416000816,53.3333333333333,0,0,0,0,0,0,0,0,0,0,0,1.2363767159708936,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,410000.0
90.0,387,0.8143396796984463,50.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.8502350125816015,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,370000.0
97.0,387,1.1791883329739588,55.8333333333333,0,0,0,0,0,0,0,0,0,0,0,1.2862040918587212,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,398000.0
90.0,387,0.8503023651800394,78.3333333333333,0,0,0,0,1,0,0,0,0,0,0,0.89436174456123,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,22,0,0,410000.0
93.0,387,1.037662387733979,89.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.8706090194553493,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,545000.0
93.0,387,1.037662387733979,89.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.8706090194553493,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,518000.0
105.0,387,0.4413117095715469,72.9166666666667,0,0,0,1,0,0,0,0,0,0,0,0.3051837319039219,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,450000.0
103.0,387,0.9071046837210524,61.9166666666667,0,0,0,1,0,0,0,0,0,0,0,0.4161362463433173,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,450000.0
103.0,387,0.7713934717270732,74.3333333333333,0,0,0,0,1,0,0,0,0,0,0,0.2447956150941273,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,468888.0
103.0,387,0.5790052611080997,73.5833333333333,0,0,0,1,0,0,0,0,0,0,0,0.1385286797574298,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,460000.0
93.0,387,0.362765793897564,94.75,0,0,0,0,0,0,0,0,0,0,0,0.2323966606464845,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,570000.0
100.0,387,0.2205065040196486,73.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0.3084065259369807,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,508888.0
100.0,387,0.1760787822071318,73.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0.3316283645043555,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,495000.0
102.0,387,0.3214700737285937,73.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0.4002237549092355,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,510888.0
102.0,387,0.5775172290183616,73.5,0,0,0,0,0,0,0,0,0,0,0,0.0946354975637826,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,483000.0
96.0,387,0.7901204548323494,74.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.6587377065991569,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,470888.0
103.0,387,0.5470731732783392,74.25,0,0,0,0,1,0,0,0,0,0,0,0.1931095728843163,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,476000.0
102.0,387,0.614754261996276,74.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0.3988352202824169,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,465000.0
90.0,387,0.7443909695565875,79.5833333333333,0,0,0,1,0,0,0,0,0,0,0,0.1415532168501619,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,435000.0
102.0,387,0.4991757204844179,74.1666666666667,0,0,0,0,1,0,0,0,0,0,0,0.1966652659750451,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,476000.0
102.0,387,0.366800260470059,73.5,0,0,0,1,0,0,0,0,0,0,0,0.2873248145030149,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,460500.0
103.0,387,0.5470731732783392,74.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0.1931095728843163,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,488000.0
101.0,387,0.4290751698418329,73.6666666666667,0,0,0,0,1,0,0,0,0,0,0,0.2562020791212399,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,480000.0
91.0,387,0.4232008550923765,73.75,0,0,0,1,0,0,0,0,0,0,0,0.352677930221817,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,450000.0
92.0,387,0.8735506676090756,91.5,0,0,0,0,0,0,0,0,0,0,0,0.6101919684142588,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,480000.0
92.0,387,0.8441593264767681,91.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.5024413843758267,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,505000.0
101.0,387,0.8429814117819809,74.0,0,0,0,0,0,0,0,0,0,0,0,0.3227423147850637,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,18,0,0,456000.0
104.0,387,0.7078788742467427,76.5,0,0,0,0,1,0,0,0,0,0,1,0.334325088077441,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,490000.0
104.0,387,0.6530219088459803,76.5,0,0,0,0,0,0,0,0,0,0,1,0.3354740831171923,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,525000.0
107.0,387,0.3183880195592232,75.25,0,0,0,0,0,0,0,0,0,0,1,0.3932754923153326,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,545000.0
104.0,387,0.4840364719458408,76.75,0,0,0,0,0,0,0,0,0,0,1,0.4313820121812071,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,510000.0
107.0,387,0.300338453216993,75.25,0,0,0,0,0,0,0,0,0,0,1,0.2588105872621548,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,545000.0
102.0,387,0.7420960062795694,76.4166666666667,0,0,0,0,0,0,0,0,0,0,1,0.2709570520556359,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,523000.0
93.0,387,1.0864089418950418,94.5,0,0,0,0,0,0,0,0,0,0,0,0.4382800711091395,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,565000.0
93.0,387,1.2518338087467482,94.5,0,0,0,1,0,0,0,0,0,0,0,0.3679811982370101,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,544000.0
93.0,387,1.2518338087467482,94.5,0,0,0,0,0,0,0,0,0,0,0,0.3679811982370101,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,558744.0
93.0,387,1.1414903265527407,94.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.4074763779794756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,550000.0
101.0,387,0.8629529280323469,76.75,0,0,0,0,0,0,0,0,0,0,0,0.1430726995600435,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,477000.0
93.0,387,1.230386520244121,94.5,0,0,0,0,0,0,0,0,0,0,0,0.3842938082956549,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,596000.0
93.0,387,1.1803287935654607,94.5,0,0,0,1,0,0,0,0,0,0,0,0.3991391558220962,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,500000.0
93.0,387,1.0864089418950418,94.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.4382800711091395,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,570000.0
91.0,387,1.1941820106842047,77.3333333333333,0,0,0,1,0,0,0,0,0,0,0,0.3536390184416417,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,470000.0
100.0,387,1.0062070760259307,76.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.2674228809326219,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,492000.0
93.0,387,1.1414903265527407,94.5,0,0,0,0,1,0,0,0,0,0,0,0.4074763779794756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,522000.0
93.0,387,1.1414903265527407,94.5,0,0,0,0,0,0,0,0,0,0,0,0.4074763779794756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,582000.0
100.0,387,1.0172870075104217,76.5833333333333,0,0,0,0,1,0,0,0,0,0,0,0.3258170577403323,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,465000.0
93.0,387,1.2518338087467482,94.5,0,0,0,0,0,0,0,0,0,0,0,0.3679811982370101,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,570000.0
93.0,387,1.0864089418950418,94.4166666666667,0,0,0,0,0,0,0,0,0,0,0,0.4382800711091395,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,585000.0
100.0,387,0.8791546271515923,76.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0.211613193096676,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,500000.0
93.0,387,1.1414903265527407,94.5,0,0,0,0,0,0,0,0,0,0,0,0.4074763779794756,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,545000.0
91.0,387,1.1118492151069874,76.8333333333333,0,0,0,0,1,0,0,0,0,0,0,0.2718142368486216,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,458000.0
93.0,387,1.230386520244121,94.5,0,0,0,0,0,0,0,0,0,0,0,0.3842938082956549,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,41,0,0,550000.0
100.0,387,0.5451873589399407,72.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0.6182272261660114,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,490000.0
99.0,387,0.5420014110547575,73.25,0,0,0,0,1,0,0,0,0,0,0,0.5825663238604535,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,475000.0
91.0,387,0.5420014110547575,73.25,0,0,0,0,0,0,0,0,0,0,0,0.5825663238604535,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,488888.0
95.0,387,0.6735551617331881,91.1666666666667,0,0,0,0,0,0,0,0,0,0,1,0.7110474427149605,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,590000.0
100.0,387,0.1930276632685746,72.6666666666667,0,0,0,1,0,0,0,0,0,0,0,0.3071954054834305,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,470000.0
100.0,387,0.7787019772492133,73.75,0,0,0,1,0,0,0,0,0,0,0,0.6541247928820362,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,470000.0
93.0,387,0.4985919448990373,93.5833333333333,0,0,0,1,0,0,0,0,0,0,0,0.5785743456440431,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,510000.0
100.0,387,0.6735892629604395,73.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.5839180416081471,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,468000.0
93.0,387,0.6211566319566602,93.5833333333333,0,0,0,0,0,0,0,0,0,0,0,0.6461987274516396,2.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,596000.0
91.0,387,0.8595687120211988,74.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0.5279646729410751,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,460000.0
95.0,387,0.8309004085182603,74.5,0,0,0,1,0,0,0,0,0,0,0,0.6038186065517029,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,440000.0
102.0,387,0.9691914276723776,75.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0.249977880576347,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,435000.0
93.0,387,0.8476236162833536,73.8333333333333,0,0,0,1,0,0,0,0,0,0,0,0.2088987510136364,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,460000.0
103.0,387,0.6996037502489668,73.9166666666667,0,0,0,0,1,0,0,0,0,0,0,0.1109593514513127,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,380000.0
101.0,387,0.8020117808201174,73.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0.176355847302254,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,469000.0
101.0,387,0.8020117808201174,73.9166666666667,0,0,0,0,0,0,0,0,0,0,0,0.176355847302254,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,470000.0
